##Checked genes Ensembl
##date=20/5/2021
##Gene stable ID	HGNC symbol	Transcript_stable_ID
AT5G11820		AT5G11820.1
AT4G18770	MYB98	AT4G18770.1
AT1G61575		AT1G61575.1
AT3G02170	LNG2	AT3G02170.1
AT2G46220		AT2G46220.1
AT5G27920		AT5G27920.1
AT3G58940		AT3G58940.1
AT5G21090	LRR1	AT5G21090.1
AT3G61380		AT3G61380.1
AT2G01275		AT2G01275.3
AT1G44080		AT1G44080.1
AT2G25605		AT2G25605.1
AT3G14452		AT3G14452.1
AT5G36420		AT5G36420.1
AT4G35150		AT4G35150.1
AT1G52580	RBL5	AT1G52580.1
AT3G51390	PAT10	AT3G51390.1
AT1G11230		AT1G11230.2
AT1G67640		AT1G67640.1
AT3G51740	IMK2	AT3G51740.1
AT5G22120		AT5G22120.1
AT1G18520	TET11	AT1G18520.1
AT5G57440	GPP2	AT5G57440.1
AT3G60110		AT3G60110.1
AT2G04480		AT2G04480.1
AT5G12120		AT5G12120.1
AT4G21660		AT4G21660.3
AT1G66680	AR401	AT1G66680.1
AT5G06910	ATJ6	AT5G06910.1
AT3G09055		AT3G09055.1
AT5G62670	AHA11	AT5G62670.1
AT1G27270		AT1G27270.1
AT3G52570		AT3G52570.1
AT1G22360	UGT85A2	AT1G22360.1
AT2G41515		AT2G41515.1
AT3G58220		AT3G58220.2
AT1G68960		AT1G68960.1
AT3G57000		AT3G57000.1
AT2G31432		AT2G31432.2
AT5G53610		AT5G53610.1
AT1G52510		AT1G52510.1
AT5G63350		AT5G63350.1
AT1G79600	ABC1K3	AT1G79600.1
AT1G10650		AT1G10650.1
AT1G76994		AT1G76994.1
AT5G42895		AT5G42895.1
AT1G52495		AT1G52495.1
AT5G66335		AT5G66335.1
AT2G26080	GLDP2	AT2G26080.1
AT3G01800		AT3G01800.1
AT3G49350		AT3G49350.1
AT1G02090	CSN7	AT1G02090.1
AT2G30105		AT2G30105.1
AT1G32400	TOM2A	AT1G32400.3
AT1G04800		AT1G04800.1
AT1G51490	BGLU36	AT1G51490.1
AT2G47420	DIM1A	AT2G47420.1
AT4G25340	FKBP53	AT4G25340.1
AT1G58037		AT1G58037.1
AT3G01710		AT3G01710.3
AT1G04390		AT1G04390.1
AT2G36030		AT2G36030.1
AT2G37760	AKR4C8	AT2G37760.1
AT1G08190	VPS41	AT1G08190.1
AT5G61110		AT5G61110.1
AT4G17940		AT4G17940.1
AT4G31890		AT4G31890.3
AT5G47900		AT5G47900.9
AT3G06020	FAF4	AT3G06020.1
AT3G62930	GRXS6	AT3G62930.1
AT5G03204		AT5G03204.1
AT5G18860		AT5G18860.1
AT4G22740		AT4G22740.2
AT2G02020	NPF8.4	AT2G02020.1
AT2G19500	CKX2	AT2G19500.1
AT2G01220		AT2G01220.2
AT1G20780	PUB44	AT1G20780.3
AT5G35405		AT5G35405.1
AT3G07160	ATGSL10	AT3G07160.2
AT3G19620	BXL5	AT3G19620.1
AT4G23250	EMB1290	AT4G23250.2
AT5G07720	XXT3	AT5G07720.1
AT4G29480		AT4G29480.1
AT1G11110		AT1G11110.1
AT5G10000	FD4	AT5G10000.1
AT2G29050	RBL1	AT2G29050.1
AT1G26140		AT1G26140.1
AT1G29270		AT1G29270.1
AT5G17430	BBM	AT5G17430.1
AT4G00820	iqd17	AT4G00820.1
AT2G17380	AAP19-1	AT2G17380.1
AT5G56720		AT5G56720.1
AT1G08310		AT1G08310.2
AT5G22250	CAF1-11	AT5G22250.1
AT5G06320	NHL3	AT5G06320.1
AT2G18410	ELP5	AT2G18410.1
AT2G23420	NAPRT2	AT2G23420.1
AT3G51950		AT3G51950.3
AT3G19300		AT3G19300.1
AT4G20230		AT4G20230.2
AT5G51690	ACS12	AT5G51690.1
AT2G46360		AT2G46360.1
AT2G20280		AT2G20280.1
AT4G19890		AT4G19890.1
AT1G69520		AT1G69520.2
AT1G15890		AT1G15890.1
AT4G23990	CSLG3	AT4G23990.1
AT1G31640	AGL92	AT1G31640.1
AT3G05727		AT3G05727.1
AT3G09530	ATEXO70H3	AT3G09530.1
ATCG00820	RPS19	ATCG00820.1
AT2G25350		AT2G25350.2
AT1G10020		AT1G10020.1
AT2G22810	ACS4	AT2G22810.1
AT2G46820	CURT1B	AT2G46820.1
AT1G11210		AT1G11210.1
AT4G00755		AT4G00755.1
AT5G08770		AT5G08770.1
AT3G48420	CBBY	AT3G48420.1
AT5G10480	PAS2	AT5G10480.3
ATMG01130	ORF106F	ATMG01130.1
AT5G18735		AT5G18735.1
AT2G06040		AT2G06040.1
AT1G59835	CEP2	AT1G59835.1
AT1G50350		AT1G50350.1
AT2G34200		AT2G34200.2
AT1G13880		AT1G13880.2
AT2G14670	SUC8	AT2G14670.1
AT3G63450		AT3G63450.4
AT5G48370		AT5G48370.1
AT3G23350		AT3G23350.2
AT2G01280	MEE65	AT2G01280.1
AT3G13674		AT3G13674.1
AT3G25270		AT3G25270.1
AT1G49005	CLE11	AT1G49005.1
AT1G58420		AT1G58420.1
AT2G07713		AT2G07713.1
AT1G49860	GSTF14	AT1G49860.1
AT5G45720		AT5G45720.1
AT1G50840	POLGAMMA2	AT1G50840.2
AT3G15357		AT3G15357.1
AT2G22360	DJA6	AT2G22360.1
AT1G41820		AT1G41820.1
AT2G46710	ROPGAP3	AT2G46710.1
AT3G15790	MBD11	AT3G15790.2
AT2G39950		AT2G39950.1
AT1G36622		AT1G36622.1
AT3G63230		AT3G63230.2
AT4G28590	MRL7	AT4G28590.1
AT3G46400		AT3G46400.1
AT5G04120	IPSP	AT5G04120.1
AT3G44980		AT3G44980.1
AT1G73000	PYL3	AT1G73000.1
AT3G14340		AT3G14340.1
AT2G32720	CYTB5-B	AT2G32720.1
AT5G38070		AT5G38070.1
AT1G64960		AT1G64960.2
AT1G29535		AT1G29535.1
AT3G02490		AT3G02490.1
AT4G37420		AT4G37420.1
AT3G44740		AT3G44740.3
AT2G25910		AT2G25910.2
AT2G43150		AT2G43150.1
AT5G35550	TT2	AT5G35550.2
AT1G63295		AT1G63295.2
AT3G45790		AT3G45790.1
AT3G24840		AT3G24840.3
AT5G03710		AT5G03710.1
AT4G39270		AT4G39270.1
AT3G42390		AT3G42390.1
AT3G15534		AT3G15534.1
AT3G02690		AT3G02690.1
AT3G17750		AT3G17750.1
AT2G01690		AT2G01690.2
AT2G33040	ATPC	AT2G33040.1
AT2G25950		AT2G25950.1
AT5G56670	RPS30A	AT5G56670.1
AT4G17150		AT4G17150.1
AT1G48990		AT1G48990.1
AT1G29080		AT1G29080.1
AT5G14710		AT5G14710.1
AT1G23050		AT1G23050.1
AT2G14695		AT2G14695.1
ATMG01230	ORF145B	ATMG01230.1
AT3G04670	WRKY39	AT3G04670.1
AT2G28470	BGAL8	AT2G28470.1
AT4G11490	CRK33	AT4G11490.1
AT1G35290	ALT1	AT1G35290.1
AT3G24180		AT3G24180.1
AT2G32650		AT2G32650.2
AT4G17300	NS1	AT4G17300.2
AT4G21110		AT4G21110.1
AT3G46200	NUDT9	AT3G46200.1
AT3G29680		AT3G29680.1
AT1G79050	RECA	AT1G79050.1
AT2G40420	AVT6D	AT2G40420.1
AT4G38780		AT4G38780.1
AT5G06870	PGIP2	AT5G06870.1
AT5G24330	ATXR6	AT5G24330.1
AT1G73340		AT1G73340.1
AT1G64580		AT1G64580.1
AT1G15390	PDF1A	AT1G15390.1
AT4G30000		AT4G30000.2
AT1G29040		AT1G29040.1
AT2G25590		AT2G25590.1
AT3G60130	BGLU16	AT3G60130.1
AT4G19820		AT4G19820.1
AT1G53770		AT1G53770.2
AT5G39540		AT5G39540.1
AT3G49601		AT3G49601.1
AT5G65940	CHY1	AT5G65940.1
AT1G34210	SERK2	AT1G34210.1
AT1G52130	JAL13	AT1G52130.1
AT5G22390		AT5G22390.1
AT4G19190		AT4G19190.1
AT1G32260		AT1G32260.1
AT4G06526		AT4G06526.1
AT5G54820		AT5G54820.1
AT1G23915		AT1G23915.1
AT3G52740	BIC1	AT3G52740.1
AT5G36400		AT5G36400.1
AT1G24764	ATMAP70-2	AT1G24764.3
AT2G36480		AT2G36480.1
AT5G37030		AT5G37030.1
AT3G46480		AT3G46480.1
AT2G03750	SOT11	AT2G03750.1
AT5G10360	RPS6B	AT5G10360.1
AT1G20875		AT1G20875.1
AT5G03990		AT5G03990.1
AT2G27285		AT2G27285.1
AT1G03930	CKL9	AT1G03930.1
AT4G14490		AT4G14490.1
AT5G22630	ADT5	AT5G22630.1
AT1G36990		AT1G36990.1
AT1G78840		AT1G78840.1
AT2G45350	CRR4	AT2G45350.1
AT5G49530		AT5G49530.1
AT5G12000		AT5G12000.1
AT1G46336		AT1G46336.1
AT2G23520		AT2G23520.1
AT2G29070		AT2G29070.2
AT1G32790	CID11	AT1G32790.2
AT2G24400		AT2G24400.1
AT2G17960		AT2G17960.1
AT5G64540		AT5G64540.3
AT2G39460	RPL23AA	AT2G39460.2
AT2G31810		AT2G31810.1
AT2G40580		AT2G40580.1
AT1G32550	FdC1	AT1G32550.2
AT1G14210		AT1G14210.1
AT3G52660		AT3G52660.2
AT2G32470		AT2G32470.1
AT5G06860	PGIP1	AT5G06860.1
AT2G14460		AT2G14460.1
AT5G02110	CYCD7-1	AT5G02110.1
AT3G58680	MBF1B	AT3G58680.1
AT5G18990	PME55	AT5G18990.1
AT2G37585	GLCAT14C	AT2G37585.1
AT4G13310	CYP71A20	AT4G13310.1
AT5G37247		AT5G37247.1
AT4G37470	KAI2	AT4G37470.1
AT1G06920	OFP4	AT1G06920.1
AT5G26110		AT5G26110.1
AT3G30530	ATBZIP42	AT3G30530.1
AT4G28980	CDKF-1	AT4G28980.2
AT4G18465		AT4G18465.1
AT2G30010	TBL45	AT2G30010.2
AT1G12920	ERF1-2	AT1G12920.1
AT1G18670	IBS1	AT1G18670.3
AT5G41990	WNK8	AT5G41990.1
AT4G19800		AT4G19800.1
AT3G12320	LNK3	AT3G12320.1
AT3G32160		AT3G32160.1
AT3G15140		AT3G15140.1
AT1G50440		AT1G50440.2
AT1G49540	ELP2	AT1G49540.2
AT3G03440		AT3G03440.1
AT2G16740	UBC29	AT2G16740.1
AT4G34510	KCS17	AT4G34510.1
AT3G51820	CHLG	AT3G51820.1
AT1G33860		AT1G33860.2
AT3G13470	CPN60B2	AT3G13470.1
AT1G29590	EIF4E2	AT1G29590.1
AT2G46070	ATMPK12	AT2G46070.3
AT5G08060		AT5G08060.1
AT1G80400		AT1G80400.1
AT5G63087		AT5G63087.1
AT4G24030		AT4G24030.1
AT1G29020		AT1G29020.2
AT2G44520	COX10	AT2G44520.1
AT3G43574		AT3G43574.1
AT1G65880	AAE20	AT1G65880.1
AT5G18690	AGP25	AT5G18690.1
AT2G42650		AT2G42650.1
AT2G04115		AT2G04115.1
AT2G40910		AT2G40910.1
AT2G23700		AT2G23700.1
AT5G16370	AAE5	AT5G16370.1
AT5G49340	TBL4	AT5G49340.1
AT1G53000	KDSB	AT1G53000.2
AT5G58270	ABCB25	AT5G58270.1
AT3G54350	emb1967	AT3G54350.2
AT4G05430		AT4G05430.3
AT2G43360	BIO2	AT2G43360.1
AT2G46230		AT2G46230.1
AT5G66210	CPK28	AT5G66210.1
AT5G17390		AT5G17390.1
AT1G55690	SFH13	AT1G55690.4
AT1G72490		AT1G72490.3
AT4G00890		AT4G00890.1
AT1G21670		AT1G21670.1
AT4G12220		AT4G12220.1
AT1G78460		AT1G78460.1
AT2G01140	FBA3	AT2G01140.1
AT1G60220	ULP1D	AT1G60220.1
AT1G56180		AT1G56180.1
AT1G58450	TPR6	AT1G58450.1
AT1G32910		AT1G32910.1
AT3G49645		AT3G49645.2
AT4G33465	SCRL22	AT4G33465.2
AT5G34940	AtGUS3	AT5G34940.2
AT3G22125		AT3G22125.3
AT1G20590	CYCB2-5	AT1G20590.1
AT2G17310	SON1	AT2G17310.1
AT3G46320		AT3G46320.1
AT3G45620		AT3G45620.2
AT3G17550		AT3G17550.1
AT5G42590	CYP71A16	AT5G42590.1
AT1G25141		AT1G25141.1
AT3G25040	ERD2B	AT3G25040.1
AT3G45330	LECRK11	AT3G45330.1
AT3G60850		AT3G60850.1
AT5G07475		AT5G07475.1
AT1G01920		AT1G01920.1
AT2G10931		AT2G10931.1
AT3G10080		AT3G10080.2
AT1G24267		AT1G24267.2
AT4G23610		AT4G23610.1
AT5G01680	CHX26	AT5G01680.1
AT3G18230		AT3G18230.1
AT3G10500	NAC053	AT3G10500.1
AT4G33320		AT4G33320.1
AT1G74810	BOR5	AT1G74810.4
AT4G00670		AT4G00670.1
AT1G78130	UNE2	AT1G78130.1
AT5G53020		AT5G53020.6
AT1G71460	PCMP-A3	AT1G71460.1
AT3G18485	ILR2	AT3G18485.1
AT3G49600	UBP26	AT3G49600.1
AT5G38435	SPH8	AT5G38435.1
AT2G37130	PER21	AT2G37130.1
AT3G51325		AT3G51325.1
AT5G40300		AT5G40300.1
AT1G58215	NET2A	AT1G58215.1
AT1G04070	TOM9-1	AT1G04070.1
AT1G31255		AT1G31255.1
AT3G46050		AT3G46050.1
AT1G56350	PRFB2	AT1G56350.1
AT4G25290		AT4G25290.1
AT1G28650		AT1G28650.1
AT1G18760		AT1G18760.1
AT1G78470		AT1G78470.1
AT3G12380	ARP5	AT3G12380.2
AT3G61470	LHCA2	AT3G61470.1
AT5G53860	emb2737	AT5G53860.4
AT1G02150		AT1G02150.1
AT5G56180	ARP8	AT5G56180.1
AT4G22517		AT4G22517.1
AT3G61900		AT3G61900.1
AT3G08900	RGP3	AT3G08900.1
AT1G54550		AT1G54550.1
AT4G32580		AT4G32580.1
AT5G12360	PANS2	AT5G12360.2
AT3G28450	BIR2	AT3G28450.1
AT1G49230	ATL78	AT1G49230.1
AT1G69935	SHW1	AT1G69935.1
AT1G17890	GER2	AT1G17890.1
AT5G19490		AT5G19490.1
AT3G10930		AT3G10930.1
AT1G56580	SVB	AT1G56580.1
AT1G75930	EXL6	AT1G75930.1
AT2G31560		AT2G31560.2
AT1G47740		AT1G47740.3
AT4G38401		AT4G38401.1
AT4G39955		AT4G39955.1
AT1G17600		AT1G17600.1
ATMG00680	ORF122C	ATMG00680.1
AT1G59453		AT1G59453.1
AT1G76200		AT1G76200.1
AT3G59600	NRPB8B	AT3G59600.1
AT1G48460		AT1G48460.1
AT3G13920	EIF4A1	AT3G13920.5
AT1G26310	CAL	AT1G26310.1
AT2G38530	LTP2	AT2G38530.1
AT5G52975		AT5G52975.1
AT2G02650		AT2G02650.1
AT3G07870		AT3G07870.1
AT5G59895		AT5G59895.1
AT1G48325		AT1G48325.1
AT3G13200	EMB2769	AT3G13200.1
AT5G05113		AT5G05113.1
AT2G22480	PFK5	AT2G22480.1
AT3G23220	ERF095	AT3G23220.1
AT4G33885		AT4G33885.1
AT1G47260	GAMMACA2	AT1G47260.1
AT5G25330		AT5G25330.1
AT5G19530	ACL5	AT5G19530.1
AT5G22430		AT5G22430.1
AT5G14020		AT5G14020.4
AT4G12280		AT4G12280.1
AT3G04070	NAC047	AT3G04070.1
AT5G01360	TBL3	AT5G01360.1
AT1G04340		AT1G04340.1
AT5G42660		AT5G42660.1
AT2G24615		AT2G24615.1
ATCG00840	RPL23-A	ATCG00840.1
AT2G34880	JMJ15	AT2G34880.1
AT3G06640		AT3G06640.1
AT4G30350	SMXL2	AT4G30350.1
AT5G47020		AT5G47020.1
AT5G43064		AT5G43064.1
AT2G15042		AT2G15042.1
AT2G25640		AT2G25640.1
AT5G54210		AT5G54210.1
AT5G15265		AT5G15265.1
AT1G40086		AT1G40086.1
AT4G30290	XTH19	AT4G30290.1
AT1G08660	SIA1	AT1G08660.1
AT1G71770	PAB5	AT1G71770.1
AT2G07634		AT2G07634.1
AT1G60940	SRK2B	AT1G60940.1
AT4G14340	CKL11	AT4G14340.1
AT1G72060		AT1G72060.1
AT2G32890	RALFL17	AT2G32890.1
AT4G00315		AT4G00315.1
AT3G61230	PLIM2C	AT3G61230.1
AT3G10650	NUP1	AT3G10650.2
AT5G62070	IQD23	AT5G62070.1
AT4G29350	PRO2	AT4G29350.1
AT5G63600	FLS5	AT5G63600.2
AT5G50160	FRO8	AT5G50160.1
AT4G30210	ATR2	AT4G30210.3
AT4G24940	SAE1A	AT4G24940.1
AT2G43080	P4H1	AT2G43080.1
AT5G18330	PUB47	AT5G18330.1
AT4G01985		AT4G01985.1
AT2G24300		AT2G24300.3
AT1G11260	STP1	AT1G11260.1
AT1G29820		AT1G29820.2
AT2G23270		AT2G23270.1
AT4G39160		AT4G39160.2
AT1G78210		AT1G78210.1
AT2G02340	PP2B8	AT2G02340.1
AT2G44510		AT2G44510.1
AT3G29770	MES11	AT3G29770.1
AT4G03200		AT4G03200.1
AT3G54450	NPF5.4	AT3G54450.1
AT5G55856	SUMO8	AT5G55856.1
AT5G22770	ALPHA-ADR	AT5G22770.1
AT4G01180		AT4G01180.1
AT4G19510		AT4G19510.4
AT5G13090		AT5G13090.1
AT2G14095		AT2G14095.1
AT5G61170	RPS19C	AT5G61170.1
AT3G54050	CFBP1	AT3G54050.1
AT5G62990	emb1692	AT5G62990.1
AT4G16143	IMPA2	AT4G16143.2
AT5G44240	ALA2	AT5G44240.1
AT1G53250		AT1G53250.1
AT5G54100		AT5G54100.1
AT3G18390	EMB1865	AT3G18390.1
AT5G59730	ATEXO70H7	AT5G59730.1
AT3G19240		AT3G19240.1
AT2G47770	TSPO	AT2G47770.1
AT2G07050	CAS1	AT2G07050.1
AT1G16040		AT1G16040.1
AT2G23400		AT2G23400.1
AT1G15165		AT1G15165.1
AT3G60760		AT3G60760.1
AT1G28160	ERF087	AT1G28160.1
AT3G48590	NFYC1	AT3G48590.1
AT4G34370	ARI1	AT4G34370.1
AT3G30305		AT3G30305.1
AT3G10690	GYRA	AT3G10690.1
AT5G41270		AT5G41270.1
AT1G33350	PCMP-E57	AT1G33350.1
AT5G06120		AT5G06120.1
AT1G02965		AT1G02965.1
AT2G34580		AT2G34580.1
AT4G02270	RHS13	AT4G02270.1
AT1G20860	PHT1;8	AT1G20860.2
AT5G55760	SRT1	AT5G55760.1
AT1G09155	PP2B15	AT1G09155.1
AT5G09711		AT5G09711.1
AT1G57600		AT1G57600.1
AT3G22960	PKP1	AT3G22960.1
AT1G54510	NEK1	AT1G54510.3
AT4G21900	PRORP3	AT4G21900.1
AT5G51850		AT5G51850.1
AT3G09400	PLL3	AT3G09400.1
AT4G00390		AT4G00390.1
AT2G37430	ZAT11	AT2G37430.1
AT1G36240	RPL30A	AT1G36240.1
AT4G34720	VHA-c3	AT4G34720.1
AT5G36870	CALS4	AT5G36870.1
AT2G44660		AT2G44660.1
AT1G10580		AT1G10580.1
AT4G00232		AT4G00232.1
AT3G23490	CYN	AT3G23490.1
AT1G16270		AT1G16270.2
AT4G08410		AT4G08410.1
AT5G64790		AT5G64790.1
AT5G15950	SAMDC2	AT5G15950.2
AT4G35360		AT4G35360.1
AT2G16430	PAP10	AT2G16430.2
AT3G46020		AT3G46020.1
AT4G19700	BOI	AT4G19700.1
AT1G80180		AT1G80180.1
AT5G06290	2-Cys Prx B	AT5G06290.1
AT1G14900	HMGA	AT1G14900.1
AT3G25520	ATL5	AT3G25520.3
AT3G57990		AT3G57990.1
ATMG00300	ORF145A	ATMG00300.1
AT1G13460	B'THETA	AT1G13460.2
AT1G48840		AT1G48840.1
AT5G56490	GULLO4	AT5G56490.1
AT1G22040		AT1G22040.1
AT5G56820		AT5G56820.1
AT2G43060	IBH1	AT2G43060.1
AT1G68750	PPC4	AT1G68750.1
AT3G63088	RTFL14	AT3G63088.1
AT1G22065		AT1G22065.1
AT5G55990	CBL2	AT5G55990.1
AT2G38195		AT2G38195.1
AT4G33910	P4H9	AT4G33910.1
AT2G07340	PFD1	AT2G07340.1
AT3G20870	ZTP29	AT3G20870.1
AT3G03580	PCMP-H23	AT3G03580.1
AT3G60940		AT3G60940.2
AT1G61795	RIC9	AT1G61795.1
AT1G05320		AT1G05320.9
AT4G12890		AT4G12890.1
AT2G19880		AT2G19880.2
AT2G26590	RPN13	AT2G26590.3
AT4G05170		AT4G05170.1
AT1G11125		AT1G11125.1
AT5G42600	MRN1	AT5G42600.1
AT5G14350		AT5G14350.1
AT3G45590	SEN1	AT3G45590.1
AT4G34220		AT4G34220.1
AT1G59550		AT1G59550.1
AT1G32650		AT1G32650.1
AT3G49200		AT3G49200.1
AT5G18950		AT5G18950.1
AT1G59810	AGL50	AT1G59810.1
AT2G20590	RTNLB17	AT2G20590.1
AT4G08450		AT4G08450.1
AT4G00342		AT4G00342.1
AT4G00980		AT4G00980.1
AT1G33280	BRN1	AT1G33280.1
AT3G46360		AT3G46360.1
AT4G39070	BBX20	AT4G39070.1
AT3G22935		AT3G22935.1
AT1G52070	JAL10	AT1G52070.1
AT3G06200	GK3	AT3G06200.1
AT2G34925	CLE42	AT2G34925.1
AT4G10090	ELP6	AT4G10090.1
AT5G07390	RBOHA	AT5G07390.1
AT5G06700	TBR	AT5G06700.1
AT1G63850		AT1G63850.1
AT5G27640	TIF3B1	AT5G27640.2
AT2G32250	FRS2	AT2G32250.1
AT5G46090	DMP6	AT5G46090.1
AT2G31110	TBL40	AT2G31110.2
AT2G17590		AT2G17590.1
AT1G32860		AT1G32860.1
AT1G47389		AT1G47389.1
AT5G04740	ACR12	AT5G04740.1
AT4G31820	NPY1	AT4G31820.1
AT5G43620	PCFS5	AT5G43620.1
AT1G02790	PGA3	AT1G02790.1
AT4G21840	MSRB8	AT4G21840.1
AT3G55240		AT3G55240.1
AT1G09220	PCMP-E25	AT1G09220.1
AT1G30320		AT1G30320.1
AT3G02460		AT3G02460.1
AT5G41500		AT5G41500.1
AT4G03157		AT4G03157.1
AT5G46620		AT5G46620.1
AT4G10770	OPT7	AT4G10770.1
AT5G52200	I-2	AT5G52200.1
AT5G59770		AT5G59770.1
AT5G14390		AT5G14390.1
AT5G03240	UBQ3	AT5G03240.3
AT4G21820		AT4G21820.3
AT4G25130	MSR4	AT4G25130.1
AT5G22545		AT5G22545.1
AT4G38560		AT4G38560.2
AT5G10830		AT5G10830.1
AT5G15290	CASP5	AT5G15290.1
AT4G24580	REN1	AT4G24580.1
AT2G41410	CML35	AT2G41410.1
AT2G41700	ABCA1	AT2G41700.1
AT2G24170	TMN10	AT2G24170.1
AT3G61770		AT3G61770.1
AT1G03170	FAF2	AT1G03170.1
AT2G47260	WRKY23	AT2G47260.1
AT4G17520	RGGB	AT4G17520.1
AT2G03821		AT2G03821.1
AT2G24550		AT2G24550.1
AT3G53960	NPF5.7	AT3G53960.1
AT1G68340		AT1G68340.2
AT5G18065	HTT3	AT5G18065.2
AT5G26360	CCT3	AT5G26360.1
AT3G17640		AT3G17640.1
AT4G13290	CYP71A19	AT4G13290.1
AT2G32630		AT2G32630.1
AT3G27770		AT3G27770.1
AT4G08190		AT4G08190.1
AT1G06060		AT1G06060.1
AT2G25160	CYP82F1	AT2G25160.1
AT5G44730		AT5G44730.1
AT5G03040	iqd2	AT5G03040.1
AT5G06811		AT5G06811.1
AT1G20300		AT1G20300.1
AT3G57540	REM4.1	AT3G57540.1
AT1G65760		AT1G65760.1
AT2G12475		AT2G12475.1
AT2G29060	SCL33	AT2G29060.1
AT4G36590		AT4G36590.1
AT1G20800		AT1G20800.1
AT2G19420		AT2G19420.1
AT4G39010	AtGH9B18	AT4G39010.1
AT4G26960		AT4G26960.1
AT5G14995		AT5G14995.1
AT2G39530		AT2G39530.1
AT3G13830		AT3G13830.1
AT1G68320	MYB62	AT1G68320.1
AT2G30710		AT2G30710.1
AT5G26262		AT5G26262.1
AT4G21560	VPS28-1	AT4G21560.3
AT1G06800	PLA-I{gamma}1	AT1G06800.1
AT5G41570	WRKY24	AT5G41570.1
AT5G62580	TOR1L3	AT5G62580.1
AT1G63550	CRRSP9	AT1G63550.1
AT5G44660		AT5G44660.1
AT2G13555		AT2G13555.1
AT2G41945		AT2G41945.3
AT2G27670		AT2G27670.1
AT5G50280	EMB1006	AT5G50280.1
AT5G19740	LAMP1	AT5G19740.1
AT1G68230	RTNLB14	AT1G68230.2
AT1G72880		AT1G72880.1
AT3G18680		AT3G18680.2
AT1G33607		AT1G33607.1
AT4G15890		AT4G15890.1
AT5G04900	NOL	AT5G04900.1
AT3G12610	DRT100	AT3G12610.1
AT1G21326		AT1G21326.1
AT3G22800	LRX6	AT3G22800.1
AT5G53310		AT5G53310.1
AT2G46640		AT2G46640.4
AT4G09810	URGT5	AT4G09810.1
AT4G12640		AT4G12640.1
AT5G65600	LECRK92	AT5G65600.1
AT2G33205		AT2G33205.5
AT1G34630		AT1G34630.1
AT4G34030	MCCB	AT4G34030.1
AT2G34610		AT2G34610.1
AT5G42080	DRP1A	AT5G42080.1
AT5G06460	UBA2	AT5G06460.1
AT2G31910	CHX21	AT2G31910.1
AT5G26950	AGL93	AT5G26950.1
AT1G19620		AT1G19620.1
AT3G56320		AT3G56320.1
AT4G29037		AT4G29037.1
AT1G25180		AT1G25180.1
AT4G13010	CEQORH	AT4G13010.1
AT5G54030		AT5G54030.1
AT5G10180	SULTR2;1	AT5G10180.1
AT3G21610		AT3G21610.1
AT4G38130	HDA19	AT4G38130.1
AT1G58360	AAP1	AT1G58360.1
AT3G07565		AT3G07565.4
AT3G10360	APUM4	AT3G10360.1
AT1G68905		AT1G68905.1
AT4G30080	ARF16	AT4G30080.1
AT5G25340		AT5G25340.1
AT1G63530		AT1G63530.3
AT1G77650		AT1G77650.1
AT3G26180	CYP71B20	AT3G26180.1
AT5G51410		AT5G51410.4
AT2G41040		AT2G41040.1
AT3G01240		AT3G01240.1
AT5G61460	SMC6B	AT5G61460.1
AT4G01960		AT4G01960.2
AT5G46170		AT5G46170.1
AT3G27640		AT3G27640.1
AT2G37140		AT2G37140.1
AT4G35733		AT4G35733.1
AT3G46720	UGT76E5	AT3G46720.1
AT2G16586		AT2G16586.1
AT3G53640		AT3G53640.1
AT5G54140	ILL3	AT5G54140.1
AT1G07470		AT1G07470.2
AT4G38213		AT4G38213.1
AT1G60410		AT1G60410.1
AT2G15110		AT2G15110.1
AT1G35470	RANBPM	AT1G35470.2
AT2G15230	LIP1	AT2G15230.1
AT5G37210		AT5G37210.1
AT1G30660		AT1G30660.1
AT5G25530		AT5G25530.1
AT5G39690	ANAC093	AT5G39690.1
AT1G71420	PCMP-H70	AT1G71420.1
AT1G35340		AT1G35340.1
AT3G62390	TBL6	AT3G62390.1
AT3G45560		AT3G45560.1
AT5G02100	ORP3A	AT5G02100.1
AT2G06667		AT2G06667.1
AT4G33260	CDC20-2	AT4G33260.1
AT3G23010	AtRLP36	AT3G23010.1
AT3G43153		AT3G43153.1
AT4G23790	TBL24	AT4G23790.1
AT5G17820		AT5G17820.2
AT1G27700		AT1G27700.1
AT1G55800		AT1G55800.1
AT2G25940	ALPHA-VPE	AT2G25940.1
AT5G63780	SHA1	AT5G63780.2
AT4G37920		AT4G37920.1
AT1G08985		AT1G08985.1
AT5G55570		AT5G55570.1
AT1G60995		AT1G60995.1
AT1G68400		AT1G68400.1
AT1G73400		AT1G73400.1
AT1G32928		AT1G32928.1
AT1G70740		AT1G70740.1
AT5G64280	DIT2-2	AT5G64280.1
AT2G13560	NAD-ME1	AT2G13560.1
AT3G02720	DJ1D	AT3G02720.1
AT1G02650		AT1G02650.1
AT3G54140	NPF8.1	AT3G54140.1
AT2G36190	CWINV4	AT2G36190.1
AT2G03630		AT2G03630.1
AT5G34850	PAP26	AT5G34850.1
AT5G22660		AT5G22660.2
AT4G15750		AT4G15750.1
AT2G44560	AtGH9B11	AT2G44560.1
AT1G06220	CLO	AT1G06220.2
AT1G43040		AT1G43040.2
AT1G78380	GSTU19	AT1G78380.1
AT5G07630		AT5G07630.1
AT3G08636		AT3G08636.1
AT3G55605		AT3G55605.1
